Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003521330.1	29.7809995863476	29.5694874395576	29.584358398606	29.5844721750596	29.8569895810948	29.226384082881	30.3648089567837	30.0811623326772	31.2051535430067	29.9344037752628	30.6922000984679	30.96976009882	30.1286915202807	30.3259536117612	29.8803532971518	29.5504128865704	30.431576797269	30.7431425878168	29.7117948604666	30.4689346358323	30.5285494313323	30.6932376084907	30.6003604719371	30.7213633027402	30.7913412792331	31.0127186212628	30.8760470452198	30.9998190826872
WP_003512006.1	0	0	24.2089846600083	0	27.6033449942301	0	21.6839871325683	23.0167351156664	0	25.5600689626107	28.3663029706286	0	21.0495448673736	0	0	0	0	0	21.824666512301	0	0	21.3863870838606	0	27.0619381393053	0	0	0	0
WP_003517276.1	22.9217957774072	22.2027940469088	22.9861804679236	22.4163404980233	26.4302223262461	0	23.3401500691373	0	0	22.9608535282393	0	0	22.5243761256759	0	0	0	0	0	0	0	0	0	0	23.0217626755229	0	21.5099239637112	0	0
WP_003514583.1	23.0272847560776	0	22.5912859850062	23.2655099919386	22.6390133510114	22.7282976191165	22.8782531220501	23.0070728300707	22.2929333982347	23.9393475722978	0	0	22.9134458245122	22.0990332766183	21.9421324601428	22.6737409262316	22.3194476543192	23.3907986036382	0	22.3043558780308	21.2702358753574	23.5694792255718	23.1594200090836	22.2404563126856	22.6832628512494	23.4010459617949	23.4201394229773	21.7760259397997
WP_003516128.1	0	0	0	0	0	0	0	0	0	0	0	0	21.5541929124045	19.6021357121028	21.5876994049508	0	21.0477881924583	19.8055079922498	0	0	20.2924870848168	0	0	0	0	0	0	0
WP_003517274.1	24.8849772516002	24.5582259979261	25.6471439310516	26.2188652406993	23.1449764490843	22.9289583819125	27.336397178646	27.6745238681025	23.9085898168654	24.508920572803	21.9841805744588	27.1963822993871	27.131433669276	26.0896158445666	26.7707058527268	24.8761590231113	26.1335861226373	25.6141274730511	23.8104040468925	26.1791858396782	24.5536285624235	26.3018392021471	24.3487114367999	24.8147047797566	26.7898899519432	23.123089544925	26.2880062267462	27.1969791609067
WP_003520766.1	25.1270946597807	24.6133102996396	24.029612388334	24.4848303133697	25.4334411781264	25.27929135327	25.2195933006926	25.9214961464825	26.1885103946781	25.5537594051198	23.9426973405208	25.7320465044718	26.8635703578708	26.6299503156157	26.4779262849696	26.2842706162227	27.5655494953492	27.5729218994923	27.1342478331575	27.5884490006791	27.7349700598047	27.6162579012372	27.1377948854878	27.9417289779897	28.201459828285	27.4830107916688	27.6453846808086	28.0569478320841
WP_003516312.1	31.2161122280329	31.945819666918	30.6752534151896	31.4465301709031	29.4218644294959	30.402199404668	30.885085660147	30.2070231438097	31.3579937096572	30.480018229554	30.8984391340263	31.2949353918166	30.2142416835887	30.0563204879304	30.830686788776	30.5989705264374	30.3844611718602	29.8173500322442	30.3755377786385	30.3529041816697	30.644365749888	30.7438966649252	29.9029979664822	30.3076529923389	31.0861605227098	30.9938597564532	30.5173098235204	31.0628602714783
WP_003519009.1	26.4006094499553	27.6765597097674	26.7019200061628	26.0616159016064	26.4606877794259	26.4966236503375	26.4866130035741	27.0208491747997	26.2579748023862	27.8329136862714	25.7249208573764	25.7357204235375	26.8699150894649	27.6601246272294	26.9606727724602	26.6596472573872	26.9755110102282	26.2989943715964	26.7199189602292	27.4180745804125	25.3717336111981	26.1778811878504	25.9052916237727	26.2417290492064	25.2250721865146	25.1640575112416	24.9218736817636	25.8671121891263
WP_003513356.1	26.7311910366577	26.8937045499624	26.3806925202355	26.8118733756407	26.727397001266	25.2607369358243	26.6006541402851	25.8877475731432	0	26.4821672177031	25.8831730870803	25.8147226715423	26.5049343586228	26.4896202447175	26.6836037145283	24.6168853435718	25.7378798232562	25.2951243779711	27.1258000541254	25.9633043381213	25.3289456216949	25.5114601759912	25.650535923438	25.9939869819126	23.183921849047	24.6425027747282	23.6257372250072	23.1877492049933
WP_003517251.1	25.3749477313466	24.5958981233663	25.669853466005	25.8083293979885	23.7118940571484	24.2147722721909	25.6452623906148	26.0195056274119	23.141616510076	25.3579888750614	25.5105684352552	24.6927373024817	23.0449755405754	24.1516244868562	24.2771626810667	22.8715570893407	22.7381296502798	23.580799852357	23.4930355889805	23.5181877801239	23.1849682083679	23.8739660794329	24.0849896278487	24.4568892738116	0	23.1874610504157	24.4104894732243	24.2983160595406
WP_003517278.1	25.8489929575309	25.5263343534492	25.7824857327396	25.9511308887222	25.2649428006626	26.15772827527	26.6807591027908	26.2722899249404	24.7000523780625	24.3944791425098	24.2761603205971	25.3484636017916	26.6144809105416	25.7437983077964	26.0734466104423	25.9163616518849	26.5318885162067	26.5731439668199	25.7956957953588	26.1547087447004	27.6553180316027	25.9488055515189	26.2475893083508	26.0863079302816	25.3753529381122	25.6060748742251	24.6627636369136	25.099341062546
ADU73753.1	29.2020782264765	28.9835065922028	29.2032782968775	29.0012996362665	29.1483673593725	28.7859077504644	29.0862735079007	29.1304579623929	29.0237561488276	29.5870288867681	29.0320453764613	29.1097921894106	29.8938673203285	30.0101453061253	29.8850199499803	29.795650441907	30.2566960902819	30.5844026205925	29.8222729912288	29.9639202747734	30.3312292133366	30.0798272003932	29.8919835519637	30.0529642260075	29.5583256421439	29.5493805588242	29.5927511985219	29.5294268034836
WP_003512581.1	24.6319351198963	25.0639657526514	24.8200008245917	24.5427135022258	30.3383622407955	25.6657175043535	24.822142460396	24.566169965866	26.0764975857258	23.8945052625973	24.4611835118564	24.2423739296384	26.5577802616807	26.3691906960222	27.9904831163569	27.6618150251245	26.0873154534338	28.1648293210014	28.5604853664335	25.3533976496923	23.6841272826079	25.1857733932854	25.3358133236858	25.9458682246486	24.229672897637	26.4313155521136	25.8282502351034	24.5582638187167
WP_003513261.1	24.2552112092732	23.8861001933797	24.2917997786563	24.7300418239439	24.3259076292708	23.1704639082521	22.3887671025791	23.8940656605146	22.3893746758002	23.7100858207048	22.7685778680138	0	22.4466217452109	24.59903999526	22.8204112088916	23.2149849427404	22.8272539719785	23.1796475973628	0	23.319508090974	22.6716755692099	23.7224347096867	22.5730593065498	22.4100260555427	22.8787004085487	21.8559831565435	0	23.3504332152018
WP_004463784.1	28.7877208524886	28.7090791477436	29.2035635790326	29.0184670150941	28.3831647346922	29.1376265649451	28.9587914412566	29.1465960880216	29.3780844918811	28.8659500013654	28.4114974262143	29.1617916514067	28.9363637608465	28.7129091278882	28.6914942521252	29.1536165195228	28.4954248777923	28.5000353650966	29.0083363265143	28.573923214064	30.1331999365698	29.5364793456159	29.0944120660684	29.117024140565	29.2574095656858	29.2921779118987	29.3904766004157	29.1649177458424
WP_003517255.1	24.3917873807154	23.5938123850734	27.1768116273578	27.6677373151312	25.1758401124999	0	0	23.3335489322288	0	22.7718669595265	23.6467510731932	0	0	0	26.6163754368907	25.6451406122054	26.3430470287088	23.9940775455566	27.0185069283607	26.1558412483046	26.0917626156299	26.3219608572206	26.2638468138112	26.9455789872725	0	23.7146984174115	26.5326317446771	26.1674806300675
WP_003517824.1	27.5096117220085	27.3570603485288	27.4618837469538	26.9394022915065	26.774000080507	27.7376492763806	27.4472148988191	27.5606262724973	0	28.0577161637593	26.6753268266731	26.2579693222038	28.1650434759664	27.007300053654	27.852464884567	27.9417030371834	28.2865568451659	28.4694866258678	27.7011400619986	27.8615760576674	27.1323920295402	27.991684744296	27.8622108575205	28.042618649195	27.9818558088052	28.1228995668392	27.8613974387425	27.1806147091846
WP_003514917.1	20.4242155202226	0	0	0	0	22.9574151790928	0	21.3003258137194	22.6273885784819	21.9864732621426	0	0	28.4554197522659	27.8659028271672	28.1538351039422	27.6188218618294	28.8730941918698	28.8557393021645	27.9688324256131	28.1583892453589	28.412366740231	27.7293373706963	28.4937772692698	28.7409669882211	28.8658211583479	28.379069014296	29.1514152893137	28.8688732643069
WP_003518187.1	21.223040650654	20.9290594017742	21.7066288585271	22.0041023836516	22.6929816884165	22.3172779140045	21.9666621469923	21.0549472156783	21.8456824743503	20.2861042875828	0	20.9495826290324	21.6060731676895	21.366554914584	22.2702760501979	21.0029529778031	22.0815702986744	21.5981667347679	21.6147462101399	21.6106765967697	21.181895968295	20.4718043714449	20.3481115759156	20.934969010043	21.1742898345721	21.5124072869302	0	21.8937783480841
WP_003518528.1	0	0	26.0642953490109	0	24.2602580972224	0	25.0099345239362	24.3385300307075	0	24.349106920535	20.3265637837947	26.9381741033078	24.9306796938674	27.2195250874785	0	23.4448543699431	25.706253550937	0	0	24.3075187759551	0	0	23.745972107061	0	26.9513863945312	0	0	22.9464093512693
WP_003512715.1	26.9821466370807	26.6056223340734	26.3537850952677	26.6049983006456	26.9250662382103	26.624901120059	26.1974916447633	26.9679447713606	26.3608769394253	26.8254907448645	26.340262423965	26.6540594576274	24.3557546874808	23.395963239073	25.1968748532651	0	21.4812931611436	0	23.5630130610486	22.7233132862893	0	0	0	22.4822335407577	0	0	0	0
WP_003512577.1	27.3693944977879	28.348797905236	27.4401048948321	27.6707217781188	28.0296506144758	27.5805627460355	27.8898934380138	28.0600345677135	28.6473967738331	27.7931443492246	26.7581503427222	29.2494953176586	27.872323049365	28.412807719923	27.6847425179146	27.2992260694284	27.7644825739343	27.6456113272421	28.1877106072142	27.8135534369972	28.1348486774632	28.3388779935066	28.4852045932598	28.2413318400258	28.1888744791071	28.5732170169424	28.3710111984162	28.3529680754573
WP_003519665.1	0	0	0	21.2189241414289	22.660723959937	21.1198808568512	23.7826765152204	22.874470023334	22.8714102883103	23.7317295110102	0	0	23.2153231863006	21.7073016821891	22.1295140431219	21.7733103176556	21.5113145773039	21.6764135475518	21.3066767118845	0	23.2181266832661	22.1162602869809	22.2782833949926	22.3802854109194	23.6619113886024	23.3027454033683	22.7590078923706	24.1926857749459
WP_003512950.1	24.5699620536579	24.3889253835278	24.2982500922913	24.5178883977775	24.1434173966763	23.923243274722	24.7120169584454	24.3834066755574	24.6652021952314	24.3645899319863	24.9604481040672	23.1970373482752	20.760931813161	21.1441213287599	0	20.0120036709248	0	19.9624729408681	21.8354401795851	0	20.8217982774263	20.4130433140026	23.118983653571	20.8524763533913	0	0	20.2253710601849	0
WP_003512871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.6755104267542	23.6259531471597	0	0	0	0	0	0	0	0	0	0
WP_003521254.1	24.1547546077922	24.9270108884591	24.3016869324982	23.4437326689191	23.8366423805597	24.7046402598401	23.7917716846872	23.8062531119714	0	23.9519792746026	22.9068894876712	24.269991111373	23.950169188374	23.5115973357439	23.7987088688097	24.4744651604694	24.4985265990883	23.8547027815382	23.2613098109668	24.4307092585765	23.8854762922873	23.8780554063382	23.8509994845918	24.5763750149776	23.644826860885	24.3020356950369	24.5606441209663	23.6478560123603
WP_003517223.1	0	22.8057062783163	0	0	0	23.5787171385096	23.3388722415591	24.1445991230435	22.9350341656803	25.6017207229588	0	22.1980779617031	0	0	0	0	0	26.3923264036276	0	0	0	0	0	0	0	0	0	0
WP_003512952.1	23.9958871940268	24.1600594316177	24.2680621921581	24.3712116683235	24.0907696830163	24.7309433678943	24.3159427389546	24.8840175848736	24.5409906954392	25.2783288626359	23.0045752028496	24.3284900708891	21.2995248002596	24.1895695396673	23.938821694445	23.7553778822116	23.6186235286168	23.6743523056787	22.186386920752	23.8820719837037	20.2830857686499	20.8626867615208	24.4514089905525	21.2964573832762	0	20.366758951715	23.8712537310976	21.0891222395782
WP_003517648.1	26.5418959298169	25.7301216863608	24.8391195526656	26.2626506285148	25.9230308781773	25.9198961229648	26.1017572517467	27.5506590514874	27.9237543604371	26.8533607055222	26.4806885848149	26.41510075546	26.7250223581293	28.4157106865104	27.9176030790077	28.3345935822116	28.2710116243174	28.6486854206327	28.2823664726969	28.1507553790927	28.0445651610748	28.1814109486526	28.1433669452584	28.1423384756002	27.7231930928738	28.0224315703548	27.6374789948587	27.9478410573556
WP_003513246.1	0	0	0	23.625584714075	19.2897322759703	20.9098896839913	0	0	20.7411493871413	20.8545368972959	0	0	24.0507395679958	0	20.6366553434455	20.9855022934599	21.3141950587105	20.8244794838967	21.6059709956966	21.4216525610514	23.2324401788398	21.3480763107475	21.0856424249067	21.0050191094832	23.3290986235428	21.2654023474584	20.4409186758943	20.7480485326356
WP_003518938.1	26.1730039318956	26.8599582221992	0	0	0	0	0	0	22.8238796331558	0	0	0	0	0	0	0	0	0	0	0	0	27.3339688679862	0	0	0	0	0	24.7782994156484
WP_003514478.1	22.4266263305611	22.1160869482505	22.3544433273131	25.5535413912238	25.0863411597164	0	24.307743453374	23.3994336908456	24.471235001948	23.0403673598823	21.0715841347779	22.9515128870252	24.622560411459	0	24.7698002253702	22.721925617455	0	0	23.5841912067569	24.0983591885013	0	24.2542209527594	0	0	24.7707302773066	24.31376689121	24.1289081661149	22.115601713072
WP_003514025.1	0	0	24.6992696462567	0	0	24.9369509694358	0	25.4275279615242	0	0	0	0	26.162933522375	0	26.2440369517268	0	0	0	26.0690198670396	0	0	0	0	0	0	0	0	0
WP_003518706.1	28.2237560523154	28.5476876591716	28.30959697267	28.1736470688744	27.9138874004835	28.4767018383924	27.4590695344743	27.1087909454082	27.8706750572542	27.9781126825514	27.9998843445551	28.2731476824601	26.5513027346595	26.2475556443628	25.7315146605424	25.8668491673318	26.0417772414479	24.9884004442425	27.1283466286447	27.0130783049695	26.2194837255956	26.2791488814782	27.1364312350103	27.5791470237653	25.717476154246	25.5260311608983	0	26.2624433891168
WP_003512565.1	25.7346466373358	25.3606117514295	24.6510949011143	25.8039859607378	25.7478565779696	26.0680406995446	26.0386237163062	25.0749042255237	23.753610802392	25.4922216994147	23.4757277568531	25.586784738774	24.3737569748815	24.2872272052403	23.9265580047261	25.0452571256368	23.157891273914	23.1014952686497	23.9819961872513	23.9795051476511	22.6472153802825	22.7866482416285	23.4143583857601	22.7772394014667	24.2028503512658	24.5604741504484	22.7950548984144	23.7858902995103
WP_003515445.1	27.001844013373	28.2573211029263	28.5192915559012	28.1198623093598	27.5171595773691	27.8297162347615	29.1819738179931	28.0002152659174	27.0159664180913	28.2621825079095	28.1606918268238	29.3455581174797	27.9463056396154	29.4995702573931	28.048217549035	29.4694599255309	28.2599354967356	28.5832011723101	28.0796266627009	28.1224662311804	29.1861648894386	28.4766018552251	27.9026730293637	27.8325097118899	27.901541158277	27.6346404381866	28.1579067011809	28.287011113624
WP_003516833.1	22.8311141589108	0	25.3608146648022	25.4289411691226	25.8010149901293	22.3248993133403	22.3932599330281	0	0	25.1477889316015	24.6786036967322	26.0880567694234	24.5870145221656	24.3236686400929	22.7713088794953	0	0	0	24.009099697577	23.6303305440583	26.1865132905595	0	25.6796066060468	0	0	0	0	0
WP_003516973.1	24.120526387743	26.1233760015817	24.7234547600767	24.7543515680957	24.6107616628026	24.7267539187918	24.1237646870584	23.1421138083235	22.8331803445339	25.3589412084721	23.6709037176263	24.8696857981826	24.3134852209932	24.5256714057894	24.1529050287311	24.3964491285165	24.5024432626821	24.1241810757025	23.5309017312176	23.9857043926027	24.2239082802279	23.6315965447561	24.7486083848365	24.0821206853068	23.7963999183592	23.619169360351	23.5762133522855	23.1743614550217
ADU74051.1	28.8351274060362	28.5051157712055	28.6189133246692	27.8724369255	28.8610648451585	29.5949608087953	28.5091909839859	28.8132792853089	29.1369341596008	28.8628287300078	28.9731562330979	28.8200350742131	27.6764243469402	28.4540284771243	28.0527587396997	28.808178973747	28.2510142318302	28.355174080579	28.5836956148243	28.2431175089159	27.21175185119	28.0128408178523	28.4060396161334	28.2926093929717	28.0696043867004	28.9948717678799	28.2241804369719	28.8481171743354
WP_003513987.1	0	0	0	0	22.1145524380253	22.1737282401338	0	0	0	0	0	0	21.6965225392514	0	0	21.5147404654032	21.6403904391784	21.4539878572084	21.3969054978863	20.760368362918	21.8593412823433	0	22.7275487677332	21.4571391929375	21.7401402006721	22.8187462064869	21.6582941856287	21.2801925520426
WP_003515461.1	29.7263581818578	29.9924653802567	29.6299112047119	29.8120316782565	29.9433843259456	29.6702484756174	28.9518307094129	29.2198440343427	27.7547713179305	29.6219733547934	29.0882507501911	30.3476108115556	29.1830111551462	29.5176711290464	29.6072277680666	29.3121617175702	29.5606452711012	29.7337472086112	29.8097679122169	29.621773804925	29.7968499526216	29.068996119374	29.7166115539335	29.1779616481795	29.2932178092578	29.7655661858474	29.2104312001212	29.9038817570227
WP_003512267.1	27.6644261808928	27.843058505571	26.9183260088374	26.7513176809784	26.4863298819313	28.296533645532	26.2674653082582	26.5364723338076	27.5788180305831	27.4863904751347	26.9763494753248	27.4192896258873	27.1698016396639	26.0963430767822	28.0694676012148	28.0171883707024	27.9923673035506	28.2247449075825	26.9512147096845	28.2041001665072	27.4150560255043	28.0306305645588	28.0188975862254	26.1560791871879	27.7765000648087	27.8245409689409	27.7711225611719	28.0111329013532
WP_003515443.1	23.5029369436019	23.6852101838681	23.2011377684152	23.4804912454534	21.0110658388195	22.9543943827875	21.3055557345962	20.6615980519205	23.9572131936753	23.1226616966259	0	20.7112247734971	21.8872609835583	22.2032856641501	21.7000861540662	21.0635983486365	21.1216633155563	24.9619791639387	21.2059114397052	22.0433749410266	21.9228211025683	21.1003117390386	21.4199109561893	21.4987064632933	21.775366976687	19.6887268107067	20.922128066638	20.2924512857945
WP_003516971.1	26.19253901351	27.0845442461345	26.1850763548764	26.9982588999661	25.9797174253712	27.2261872821016	26.6626467758969	27.1904464219008	27.322206076125	27.0741058537843	25.4263571276564	27.1642877621737	26.6380172972769	27.0182029483953	27.0625626434803	26.9605246963639	26.8815560759588	27.1224520318831	26.8611552484901	26.7811506228909	25.8309464306089	26.565552507242	26.6717417674404	26.8894900363499	25.5944689730009	26.6377318806223	26.7427310154338	25.7454070350372
WP_003517674.1	0	0	0	0	0	0	20.7305460989598	0	0	0	0	0	22.5356704088591	21.3226766560931	20.8340469954927	20.6776166077219	0	0	0	21.8983673627406	0	0	21.6701104833755	21.1662745026392	0	21.0819747558047	0	20.9037774558292
WP_003516556.1	24.8159547695168	24.2812088795778	25.649693792265	24.8351041931952	25.4441683500964	25.6971694847729	25.4473666762349	27.9583113177907	24.5880183225759	26.0500673341161	24.5055934590787	24.8956862976346	25.8921859200995	27.363364378672	25.010928236583	25.2862795820247	25.709325634705	25.5321275455774	24.3050206495432	25.7145311527	25.5424089020093	25.539554729117	26.0562447372207	27.345534368961	25.5501052956104	25.2210823207769	26.1385709584498	25.0161995674137
WP_003512265.1	28.2734210865197	27.3847590280288	28.2193061947358	28.111521773688	28.2451778020392	28.523168011726	28.247813509102	28.2598252944838	28.6610576942979	28.3030787145424	28.1813427132131	28.1786882172343	28.5314487724617	28.3167479769141	27.8809279494353	27.6873320791606	28.1731368600471	28.392760417722	27.761347114772	28.8080888971035	28.3876121227067	28.6003804567637	28.4748861141545	28.1822167031532	28.4796408788355	28.7691902149312	28.8248906209316	28.9151357623013
WP_003521240.1	27.2934963633764	27.4836505373545	26.9509862287888	26.8699896562887	27.2538238356537	26.8191685130483	27.2369584001576	27.3693048137636	26.7047045528716	27.5500553721631	25.6235490605911	26.6032263509586	26.2440017636073	27.6965013767791	27.0021466161404	27.3278048425395	26.9987555271317	27.1504443990882	27.1056020446179	27.5536221671179	26.2828956502485	25.9519143555956	27.6746798847745	27.4758413059628	25.9995944581281	27.1072504722416	26.8076456853321	27.3388529942533
WP_003512571.1	23.1030051991525	24.5777354533569	25.4897418102506	23.3312050193652	25.447479103778	26.7137800352303	0	25.7440859113468	24.9876713229003	0	0	22.6707204496326	24.4706891797122	0	0	24.6420635089771	0	22.1514819335831	0	0	0	0	0	0	0	24.1325482701646	0	24.6205618182599
WP_003516977.1	27.5247404949764	27.1682943204586	26.4012200474919	25.7931454805437	0	0	25.9597877790259	25.0774116981042	0	26.3289934598598	25.8161268010553	24.5644296402953	0	25.5243348548481	23.6064164639623	25.6647597768573	25.8969462259011	25.9134507635078	0	25.7687500688772	25.6877302874938	25.9241388068508	0	25.9503074671698	0	26.3564627990901	26.1272263032557	0
WP_003519571.1	24.7903077765675	24.7601664256768	0	25.1885538885016	0	0	0	25.4582392063058	0	22.0314860869825	24.9096272320272	0	25.6552363865745	0	0	0	25.6875108059673	25.7177915553044	25.5474195434283	25.6345374612617	0	0	25.6184155174236	0	0	0	0	0
WP_003518165.1	24.4033949394355	25.6920827816644	25.9937546185214	25.5109528017944	24.9515177063796	26.1278848361967	25.6508969578081	24.9671355235758	25.5218861741194	25.727401455529	24.4931598863478	26.4439220497202	25.823748843314	25.473541570384	26.0272836309244	25.5262999590474	22.3340247060914	27.2952032255335	26.1577805406116	26.9136289036867	26.4655963051797	26.82098515904	27.0856451886171	26.9237442820656	26.8470373122928	21.8029673325884	23.4315665208485	24.1400802305036
WP_003512269.1	0	0	20.3371680044698	0	0	21.428387067766	0	19.9568780114817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WP_003517343.1	0	21.5956437864495	24.7026023885163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.3819559734384	0	23.8015290180914	24.0187935531526	0	0	21.8095942399168	0	0	24.4678571817213
WP_003518681.1	23.1251520580843	23.8363813142594	23.9252574063609	24.6402248853591	24.2413032958126	24.6027511814398	22.8474690903897	23.4461168312124	0	23.3597846594391	22.0694823294419	23.4579506041762	22.2918157875348	22.6463995904356	22.3793066340559	22.3870928556161	22.3247514194311	22.6345146798126	21.9694764297414	22.6090484433623	0	22.4489385948489	22.6956835269045	22.6122659315603	21.8737308346945	22.0907741733281	24.1526879157756	21.8961370304515
WP_003517341.1	25.0300717938376	27.0743441250933	25.3388872257983	25.6752335681337	24.8961775786516	24.0059272194046	23.9484205350764	27.1330573079522	27.3468554675518	26.2068028307656	23.7046839173258	27.161288656726	25.3386969837152	25.8408142922016	24.4801021815475	26.6316975002791	25.1196916347097	25.3259340191788	25.2171141037733	24.6318520395491	25.6580541694182	26.7269803944844	25.7372716162052	26.7598901959917	26.610980122718	25.5553652833006	25.5534240736083	25.7684905400782
WP_003514804.1	25.5335544124844	23.4909189101215	23.9505289055556	24.4105843211811	23.3336185870077	24.9931972722933	24.8841593814516	23.7259553983249	24.6237543359904	24.5593156910702	23.7865836630815	22.4697650901742	22.2595952075597	0	21.0193721525859	21.1577767374918	20.3967458154306	23.6777782409234	21.2629914098915	23.4864513317669	21.874800756284	22.767369977321	21.798900568971	22.2797581863186	22.057161483237	20.6673466878574	21.4264234429244	22.2524242513515
