Protein	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
ADU74165.1	22.4654975	21.691434375	21.584161875	22.998846875	22.998846875	23.482923125	25.866730625	22.94000375	24.48296875	24.689263125	22.962359375	22.991531875	23.191305	25.763553125	23.270389375	25.47880125
WP_003512200.1	30.828800625	29.96081875	29.6787575	28.98176875	30.470645625	29.61153375	29.998144375	29.634899375	29.76878	30.939875625	30.517350625	30.91932375	29.92844	29.758248125	29.889840625	29.4062375
WP_003519138.1	20.50314125	24.34814875	23.80683125	24.17891875	23.07111375	21.7946425	21.99674625	21.83539625	26.520284375	22.962359375	21.852729375	23.41931625	24.91653125	24.579869375	24.698039375	24.1205678125
WP_003520409.1	22.488686875	23.042825625	23.884695625	22.629341875	22.4356675	24.1730075	23.07111375	23.72435625	22.670975	21.960735	24.4570675	21.95426875	22.2953475	22.945244375	21.363814375	22.7192775
WP_003513333.1	26.671685625	25.0055425	27.07182	27.56414125	26.650185	26.27179125	26.644371875	26.913959375	26.57585	26.70735125	27.335969375	25.178335625	25.6460675	26.392635625	26.36061625	26.729288125
WP_003514705.1	25.82662125	26.928148125	25.913146875	26.322133125	26.890498125	25.133345625	26.27179125	26.758766875	25.98672375	25.44798375	26.77480625	25.57777625	26.16627875	26.128161875	26.59200625	25.3295303125
WP_003513331.1	26.47711125	25.76745625	26.303839375	26.666941875	26.05109875	26.101936875	26.5446625	25.56266125	25.9695125	25.898998125	26.0752775	26.0098275	26.1823375	25.903608125	25.708014375	26.47711125
WP_003515554.1	23.641604375	25.625155	24.73560125	23.915586875	24.86152875	24.72132	24.596905	25.1164225	24.675854375	24.53878	24.398178125	23.817969375	24.192146875	25.369104375	24.37108625	25.02487375
WP_003517362.1	27.345678125	28.11541125	26.57585	26.419738125	28.388450625	28.271569375	28.355355	28.263679375	28.856164375	29.019549375	28.788488125	28.618908125	28.711875625	29.027774375	29.163423125	28.58045625
WP_003516177.1	25.459829375	24.51794125	26.13681625	25.758205	24.53878	24.94535	24.233489375	25.08985875	23.641604375	24.754656875	24.74707	25.28902625	26.03372625	24.8201825	25.834799375	25.755135
WP_003515979.1	24.20312	19.85824375	23.6987140625	23.50798375	23.625041875	18.7021925	20.83394375	23.398518125	24.37891	23.9930375	24.27849625	23.98178625	23.59284875	19.78171375	23.7502875	24.830978125
WP_003513683.1	28.048344375	28.42452	28.167375625	28.44144	27.623166875	27.910618125	28.758429375	28.317465625	26.9046375	27.633995625	28.22247	27.382011875	28.475548125	28.053223125	27.730024375	28.029361875
WP_003516175.1	28.633345625	29.048014375	28.957515625	28.874101875	28.217774375	28.334079375	28.512756875	28.627389375	28.77407	28.84558375	28.17347125	28.217774375	29.31414625	28.764551875	28.5296575	29.204096875
WP_003518455.1	27.59407	28.127669375	27.910618125	27.0370625	28.228564375	28.20414	28.965665625	28.554449375	27.97211875	29.11328875	27.79759875	28.3118525	28.14577375	29.031661875	29.463756875	28.228564375
WP_003513449.1	28.45009375	28.029361875	28.507160625	28.570725625	28.053223125	28.781973125	28.140844375	29.01174625	28.345418125	28.605446875	29.847579375	29.08963875	26.8563825	28.17347125	28.9162125	29.073298125
WP_003515915.1	26.69855875	27.24577125	25.3243025	26.516005625	26.5446625	26.600910625	26.831989375	27.161541875	26.617649375	26.430128125	26.702909375	26.494405625	26.73397375	26.90944	26.671685625	26.4980225
WP_003516163.1	28.744296875	27.81179625	28.102400625	27.871804375	27.335969375	27.335969375	27.18810125	27.528195625	27.978815625	27.705036875	27.541585625	28.002060625	28.00881875	27.877716875	27.451346875	27.963148125
WP_003515542.1	27.58572	27.16595875	27.26709125	26.3775725	26.724068125	19.83509	25.876425625	27.2570075	20.292121875	27.18810125	26.978489375	25.015109375	26.05410125	25.67419875	25.09822125	25.758205
WP_003518738.1	25.690059375	25.799691875	25.509670625	25.412645625	25.26421625	24.964116875	26.33781875	24.3629675	23.042825625	23.86501125	24.521399375	25.33931625	24.50638375	25.044436875	24.27849625	23.976969375
WP_003515569.1	24.8491375	25.3243025	24.8705575	25.40619	25.61032125	22.88103	24.494455	22.9531925	26.364103125	25.391010625	25.702900625	25.728983125	23.620830625	22.998846875	24.46925625	23.7502875
WP_003512162.1	19.337089375	17.665165625	17.8373075	18.117011875	19.940155	18.2244675	19.656108125	18.360940625	19.039050625	19.532089375	19.668765	18.029249375	21.516298125	18.4400525	18.029249375	19.78171375
WP_003515540.1	28.13484	28.084964375	28.84558375	28.42452	27.877716875	28.17347125	28.228564375	27.78754375	28.633345625	28.388450625	28.49862	28.4332175	28.46071875	28.37002	28.5671275	28.549834375
WP_003515565.1	30.240035	30.107075625	30.470645625	29.83837875	30.505475625	30.564804375	30.013214375	30.813136875	30.438325	30.73473125	30.6238325	30.98311	30.144120625	30.554179375	30.96876125	30.900608125
WP_003513187.1	24.727153125	24.675854375	26.101936875	25.708014375	25.921559375	25.95618875	25.63051625	24.689263125	24.958960625	26.23102625	26.63056125	24.87880125	27.402119375	26.894739375	25.939809375	25.482841875
WP_003514670.1	28.627389375	27.59407	28.549834375	28.97155	27.95395	27.88562875	28.317465625	28.754635625	27.81179625	27.324870625	27.9202275	28.18225625	27.02329875	28.20414	27.85814375	26.78497
WP_003512112.1	30.554179375	29.79049125	30.024615	29.6787575	29.917793125	30.08581	29.494960625	30.98311	29.5134325	30.324573125	29.357368125	30.13498375	29.01174625	29.8094275	29.59994375	30.078183125
WP_003515567.1	30.2661075	30.64684875	29.9086475	30.013214375	29.668464375	29.74865875	30.09721625	29.825665	29.720504375	28.98176875	29.532706875	29.5823275	30.289970625	29.85389125	29.741314375	30.3065575
WP_003516250.1	23.344218125	24.7938925	24.39430125	24.090191875	24.94535	24.162264375	22.93136	23.78761875	23.58085875	23.997395	24.44711375	24.521399375	23.92192375	24.51794125	24.693583125	23.710381875
WP_003512846.1	25.442194375	25.7122525	25.47300625	25.901478125	25.344103125	24.954985	24.81031625	25.615114375	24.329053125	25.14157875	25.583068125	25.394671875	25.535755	25.879383125	24.76918	25.41643125
WP_003511658.1	28.852501875	28.415411875	28.11128	28.059325	28.63978125	28.491488125	28.11541125	28.491488125	28.86402875	28.86402875	28.415411875	28.543316875	29.08963875	28.689591875	28.549834375	28.758429375
WP_003516517.1	25.63051625	26.303839375	26.253768125	25.500698125	26.143384375	25.758205	26.288900625	25.344103125	25.820195	24.853475	25.515094375	25.3803075	25.270648125	25.412645625	25.781599375	25.40284125
WP_003511604.1	26.890498125	25.467361875	25.847364375	25.56266125	24.815074375	24.494455	25.189248125	25.61032125	26.8378475	25.47600625	25.591346875	25.3243025	26.469393125	24.94087375	26.98202	27.28637125
WP_003520966.1	17.758213125	26.702909375	19.853229375	26.63056125	19.828724375	20.508354375	24.8906375	19.80724375	20.45997875	26.28469875	20.189625	27.22479625	27.426795	26.357836875	26.9228375	26.614836875
WP_003514612.1	27.02094875	24.527685625	26.551221875	24.760395625	23.36396625	26.490955625	23.049295625	26.797036875	23.756589375	23.584960625	23.542025625	23.50798375	26.46515375	24.148798125	18.51029625	20.475523125
WP_003516370.1	20.78992625	24.671858125	20.135776875	20.871021875	20.121971875	21.760701875	23.83995	20.07458875	20.475523125	21.569628125	21.230139375	21.04283375	22.51086875	21.977235625	22.60746375	22.56857875
WP_003515370.1	27.541585625	26.758766875	27.78754375	27.24577125	27.746625625	26.644371875	26.345989375	27.38737875	27.721485625	27.78245375	27.51737375	27.04803125	27.633995625	28.021910625	27.877716875	26.644371875
WP_003511606.1	24.337070625	23.376556875	22.699719375	23.439671875	24.651226875	23.042825625	22.537736875	23.781480625	25.643181875	24.591608125	23.78761875	24.131849375	24.949323125	23.547530625	24.00510125	23.635748125
WP_003511546.1	22.710610625	20.45441125	21.715	23.519315	20.225513125	23.8726475	23.004530625	21.623399375	19.528439375	23.197924375	22.117754375	22.587783125	24.052134375	23.063835625	23.376556875	23.08183625
WP_003513956.1	24.117839375	24.32506875	24.409578125	24.73010375	24.639144375	24.57182125	24.727153125	24.74707	24.442854375	24.651226875	24.37891	24.97511875	24.874808125	24.8491375	24.680595	24.86709875
WP_003517046.1	27.46979125	26.885138125	27.042134375	26.890498125	28.374038125	27.967146875	28.084964375	28.42452	21.905889375	20.2212625	27.43166875	27.3746675	22.3400425	26.69855875	21.769264375	26.724068125
WP_003514662.1	27.65189375	27.916180625	27.679976875	27.721485625	28.549834375	27.78754375	28.059325	27.991259375	27.866623125	28.122061875	27.791651875	27.78245375	28.20414	27.871804375	27.56414125	27.916180625
WP_003511544.1	25.47880125	25.482841875	25.83035625	25.35232125	26.1823375	26.152921875	26.042489375	25.89575625	24.912398125	26.244894375	26.065756875	26.05109875	25.973288125	26.516005625	26.21596375	25.7122525
WP_003513954.1	25.369104375	24.26955	24.671858125	24.97888875	25.102089375	24.414128125	24.3456525	25.535755	21.349098125	25.00002	25.89341125	25.14914625	24.167853125	25.913146875	25.548573125	20.50314125
WP_003514618.1	32.362159375	30.91932375	30.73473125	30.773405625	30.517350625	30.860639375	30.860639375	30.64684875	30.564804375	31.293998125	31.5901375	31.1282625	31.22343375	31.415765	30.813136875	31.5140875
WP_003512977.1	27.838225	27.579890625	27.695949375	27.59407	27.640669375	27.71165625	26.95934	27.740858125	25.55699625	25.6704925	25.6704925	28.084964375	26.685508125	26.4980225	27.084875	28.102400625
WP_003514317.1	25.65434625	25.169229375	25.391010625	24.716153125	23.946816875	24.550543125	25.651139375	23.411445625	25.720604375	24.286006875	22.559124375	23.394518125	25.04041	23.997395	24.0473725	24.527685625
WP_003513934.1	29.056284375	27.88852875	28.70415125	28.507160625	28.365195625	27.679976875	28.942549375	28.512756875	29.262155625	27.97211875	28.73195375	28.469055625	28.689591875	28.737070625	28.7228075	28.59878875
WP_003515591.1	27.73623875	27.834309375	26.8563825	28.043014375	27.13003875	26.681775	27.042134375	26.98202	26.177148125	26.8795275	27.522853125	26.803025625	26.349314375	27.445973125	26.770380625	26.511640625
WP_003513185.1	23.946816875	23.7674225	24.61813625	24.55374	25.11038625	23.155666875	24.329053125	23.696523125	23.542025625	23.73717125	23.29382125	23.398518125	24.830978125	24.19759625	24.58222125	24.07467
WP_003516573.1	24.32506875	24.112124375	24.716153125	23.1201725	23.29382125	23.631071875	24.954985	24.8491375	22.983493125	23.172990625	25.169229375	25.17470625	23.270389375	23.20551375	23.31034875	24.835365
WP_003518270.1	24.383344375	25.242318125	24.37607125	25.574351875	25.05033875	19.457913125	25.615114375	24.97888875	25.25560125	25.219018125	24.596905	24.606098125	21.473665	21.99674625	24.021028125	26.341904375
WP_003517900.1	25.973288125	27.028285	27.300545625	26.33781875	26.86742875	26.357836875	25.391010625	26.588559375	26.766371875	26.803025625	26.685508125	26.600910625	26.82825	27.0325075	26.71544875	27.148384375
WP_014522596.1	28.93443	28.196641875	28.53772375	24.4517625	22.79271875	25.036925625	24.20312	23.575351875	24.301911875	24.3456525	28.39471875	23.946816875	28.633345625	22.497463125	24.8705575	28.29681875
WP_003513794.1	30.3065575	30.98311	31.632333125	30.554179375	31.48891125	31.759026875	30.231716875	31.8182275	31.38126875	30.813136875	29.065320625	31.434138125	30.71687	30.158661875	31.548094375	30.438325
WP_003518362.1	23.997395	21.38974	24.301911875	21.486188125	24.37891	24.21632125	24.39430125	24.401498125	24.13639875	23.097435625	23.958471875	20.16343875	20.556785625	21.737400625	20.93587375	19.61471875
WP_003511705.1	27.335969375	26.655389375	27.109009375	26.98202	26.8563825	27.24577125	26.80824	27.174865	27.24894	27.24577125	27.183873125	26.9636775	26.74034625	27.2392175	26.955865	27.13003875
WP_014522594.1	25.903608125	24.94535	26.712068125	27.066285	25.158964375	25.008906875	25.805215625	25.651139375	24.707319375	24.184285625	24.8231175	24.8231175	25.433900625	25.133345625	25.036925625	24.612285
WP_003514623.1	28.695234375	29.3022375	29.48289875	29.668464375	28.754635625	29.195261875	29.4062375	29.374336875	29.283446875	28.965665625	29.195261875	29.4062375	30.0364775	30.0364775	29.4062375	29.730523125
WP_003512965.1	30.682499375	30.842635	30.231716875	30.517350625	30.96876125	30.517350625	30.534640625	30.706663125	30.554179375	29.9086475	30.64684875	30.438325	30.078183125	24.126970625	30.08581	30.158661875
WP_003513475.1	24.095416875	23.01647875	20.89390125	21.607101875	22.144555625	24.286006875	22.67937625	24.639144375	25.036925625	24.07467	22.60746375	23.542025625	25.59558625	26.08485375	26.01310625	25.57777625
WP_003511862.1	29.889840625	30.17186125	30.828800625	30.470645625	30.317098125	30.240035	30.706663125	30.900608125	29.463756875	29.29275375	30.324573125	29.89801625	29.12888125	28.53772375	29.79049125	29.494960625
WP_003512967.1	24.43268125	24.021028125	24.685063125	25.14497125	25.281240625	25.604816875	25.25560125	23.858928125	23.584960625	25.05033875	24.964116875	24.716153125	23.79606875	24.53878	24.801965	24.801965
WP_003516561.1	26.17201875	26.3833925	26.275745	26.82825	26.434798125	26.139119375	25.9834075	25.89341125	26.11763125	25.96087375	26.038000625	25.9834075	25.83035625	26.202095	25.82662125	26.152921875
