Genes	LL1210_T1	LL1210_T2	LL1210_T3	LL1210_T4
WP_003511918.1	0.142726413426	1.35491297197	-0.0338448172844	-1.46379456811
WP_003511947.1	0.253308470938	0.491958965321	-1.67955747628	0.934290040018
WP_003511951.1	1.60134500724	-0.865886063235	-0.823517560997	0.0880586169952
WP_003511964.1	-1.50386272625	-0.304511111429	0.976857116397	0.831516721279
WP_003511976.1	0.429519140335	1.21780518393	-0.125226364286	-1.52209795998
WP_003511984.1	-1.65786923068	0.297982317311	0.33495799036	1.02492892301
WP_003511986.1	0.251238760617	1.40708825896	-1.36858795526	-0.289739064311
WP_003512015.1	-0.142841356225	0.921345837327	0.799798553453	-1.57830303456
WP_003512019.1	-1.57509268925	-0.0534519222741	0.505932285325	1.1226123262
WP_003512022.1	0.57609431456	-1.72895645196	0.491934399986	0.660927737411
WP_003512025.1	1.24431812986	-0.216200405176	-1.48267043273	0.454552708047
WP_003512026.1	-1.56481126002	-0.0261463530565	1.17304272524	0.417914887839
WP_003512034.1	-1.67762438026	0.400192127033	0.962371900089	0.315060353143
WP_003512035.1	-1.63711403969	0.029558667276	0.68787520882	0.919680163598
WP_003512048.1	1.64233604856	-0.0815599915249	-0.582816115927	-0.977959941105
WP_003512050.1	0.199076961476	0.31980279931	1.10501540101	-1.62389516179
WP_003512055.1	0.947054285133	0.957159655531	-0.519719291895	-1.38449464877
WP_003512062.1	0.146517187917	-1.32970227441	1.46063255977	-0.277447473277
WP_003512064.1	-0.443394945572	0.766281109102	-1.4192360788	1.09634991527
WP_003512072.1	-1.07570356822	1.17078577238	0.809080808607	-0.904163012768
WP_003512074.1	0.795095882963	0.682448789709	0.212678412902	-1.69022308557
WP_003512076.1	0.876555473233	0.871569337935	-0.187022663719	-1.56110214745
WP_003512078.1	-0.915325163092	1.52385097553	-0.876498093002	0.267972280563
WP_003512093.1	-0.97601263835	1.00389444172	0.995813172873	-1.02369497625
WP_003512095.1	0.806618847629	1.07004009695	-0.467449536186	-1.40920940839
WP_003512097.1	-1.60616084297	0.00523463346043	1.0638426607	0.537083548806
WP_003512101.1	-1.40396698911	-0.480762126776	1.04638991737	0.838339198515
WP_003512104.1	1.49275317082	0.229696856551	-0.518070327918	-1.20437969945
WP_003512106.1	1.04749066737	0.903419434953	-1.27841669284	-0.67249340948
WP_003512109.1	0.477417805807	1.11101485118	0.00458248417824	-1.59301514117
WP_003512112.1	0.41760014304	1.31623104279	-0.323748642496	-1.41008254333
WP_003512113.1	-0.0760489775072	-1.59101335716	0.64203098911	1.02503134556
WP_003512117.1	0.783847198517	0.389506190356	-1.71483656996	0.541483181083
WP_003512119.1	1.03012002475	-0.583427271089	-1.34108922424	0.894396470576
WP_003512125.1	1.65330096652	-0.793642904537	-0.795356637632	-0.0643014243469
WP_003512126.1	-0.454231206796	-0.407954369044	-0.844753060911	1.70693863675
WP_003512127.1	-0.850327609602	-1.10325005752	0.701516771599	1.25206089552
WP_003512130.1	-0.267633432731	0.693186228879	1.08285426045	-1.5084070566
WP_003512132.1	-0.931209034551	-1.06141437213	0.893902611482	1.0987207952
WP_003512148.1	0.561515937369	-1.72102957624	0.738692514668	0.420821124199
WP_003512157.1	1.70968278037	-0.828185898074	-0.476626930502	-0.404869951792
WP_003512162.1	-1.69538790142	0.231655703128	0.712636892845	0.751095305451
WP_003512164.1	-0.0817379000983	0.0702080215911	-1.40638294258	1.41791282109
WP_003512173.1	1.31722387727	0.456931257648	-0.395996178314	-1.37815895661
WP_003512174.1	-1.21338390645	-0.447486445383	0.141882268015	1.51898808382
WP_003512175.1	-0.664815200353	-0.84018071021	-0.174758961156	1.67975487172
WP_003512177.1	0.410879706108	1.13548023741	0.0472613607351	-1.59362130425
WP_003512178.1	0.113061417733	-1.64076019976	1.01702057657	0.510678205463
WP_003512179.1	-1.56467088217	-0.178571496151	0.856287297169	0.886955081148
WP_003512183.1	0.229287035589	0.984667644165	0.451562716899	-1.66551739665
WP_003512188.1	0.565160204775	-1.51036775945	1.16277568109	-0.217568126415
WP_003512190.1	-0.0118089355323	1.23485637324	0.317741520212	-1.54078895792
WP_003512194.1	-1.43228897341	-0.180459034276	0.251619659357	1.36112834833
WP_003512197.1	-1.59414731721	-0.0523053514678	1.04745310143	0.598999567247
WP_003512200.1	-0.563485945607	-0.588256124903	1.73198163164	-0.580239561125
WP_003512204.1	0.603888038838	1.2256129404	-0.435347089352	-1.39415388988
WP_003512219.1	1.37135687752	0.370144607079	-0.388070944774	-1.35343053983
WP_003512220.1	0.942293014818	-1.37121577144	-0.540476969112	0.969399725731
WP_003512222.1	1.71614770819	-0.353158330484	-0.706456814278	-0.656532563428
WP_003512240.1	-0.607278869842	1.20423457947	-1.29919094862	0.702235238987
WP_003512242.1	-0.2701524939	-1.04174548417	-0.339351423863	1.65124940193
WP_003512244.1	-0.911423187738	-0.274643360818	1.68630859834	-0.500242049784
WP_003512248.1	0.750156832138	-0.312902431062	1.05490353922	-1.49215794029
WP_003512250.1	-0.147364854178	1.49001099934	-0.0167997781076	-1.32584636706
WP_003512252.1	-1.6428736073	0.393597484801	0.197027306432	1.05224881607
WP_003512254.1	0.361670850583	0.585082298541	0.767329300552	-1.71408244968
WP_003512257.1	0.266526083377	0.00237992693264	1.26068192768	-1.52958793799
WP_003512259.1	0.598179645954	0.733006915794	-1.71888648352	0.387699921771
WP_003512262.1	-0.10555602181	0.775876352581	0.922259640973	-1.59257997174
WP_003512264.1	-0.00133166739195	-0.560976657191	-1.0468533849	1.60916170948
WP_003512265.1	-1.09617808445	-0.568309409912	0.0939488493546	1.57053864501
WP_003512267.1	-1.05276859359	1.4340690185	-0.808076050716	0.426775625806
WP_003512274.1	0.849837441919	0.125634097706	-1.66803658602	0.692565046399
WP_003512284.1	-0.831813861618	0.000207404701957	1.63282849669	-0.80122203977
WP_003512286.1	0.660305590306	-1.58541223225	-0.0953684619787	1.02047510392
WP_003512291.1	1.00438649474	0.925264672153	-1.3344985759	-0.595152590991
WP_003512298.1	-1.53684785677	0.193161991827	0.0810632534723	1.26262261147
WP_003512309.1	0.766956809094	1.04399926201	-1.48945656606	-0.321499505046
WP_003512313.1	0.386882825873	1.42551206428	-1.20271845168	-0.609676438473
WP_003512315.1	1.36901210074	0.543339135619	-0.988150812672	-0.924200423688
WP_003512317.1	-1.22018024909	-0.724196394384	0.752643934166	1.19173270931
WP_003512336.1	-1.19219700561	-0.760057974183	1.19444883866	0.757806141134
WP_003512350.1	0.652914637702	1.26582452462	-0.70382040563	-1.21491875669
WP_003512352.1	0.440577044695	0.764228281812	0.514751995595	-1.7195573221
WP_003512354.1	-0.675743608094	1.72651428803	-0.453068403984	-0.597702275948
WP_003512363.1	-1.70617621705	0.353045378588	0.832834648481	0.520296189984
WP_003512370.1	0.0915367985909	-0.161437519409	1.44262857052	-1.3727278497
WP_003512371.1	0.989844260686	0.788947634741	-0.250756900362	-1.52803499507
WP_003512374.1	-1.32605717249	-0.472209981165	0.450966347419	1.34730080623
WP_003512380.1	0.772253909038	1.1777998511	-0.735176325523	-1.21487743461
WP_003512382.1	-0.558662124099	1.27625689185	-1.3079006058	0.590305838049
WP_003512386.1	-0.601016074993	1.65374599846	-0.944565693619	-0.108164229847
WP_003512399.1	0.762283329093	-1.31713306356	1.15211209852	-0.597262364046
WP_003512401.1	-0.623554945897	0.864817262284	1.0697819171	-1.31104423348
WP_003512405.1	0.780245508832	-1.49883123921	-0.30649206119	1.02507779156
WP_003512411.1	-1.40300337447	-0.46195428191	1.1314087689	0.733548887482
WP_003512414.1	-1.5593175648	-0.167170325021	1.02167783918	0.704810050637
WP_003512416.1	1.4657858961	-1.3584937204	-0.0639104179295	-0.0433817577655
WP_003512418.1	1.31776137288	0.0880170438167	-1.49902094547	0.0932425287743
WP_003512420.1	1.2213995602	0.664615720063	-0.563572375368	-1.3224429049
WP_003512422.1	0.250539507077	-0.805562679772	-0.974341712414	1.52936488511
WP_003512427.1	0.351957878928	-0.161550684265	1.28897478315	-1.47938197781
WP_003512440.1	-1.27416667261	0.912655984849	1.04046848064	-0.678957792884
WP_003512448.1	-0.355775673167	-1.18444730213	-0.0312513677578	1.57147434305
WP_003512461.1	-0.650770444177	-1.26123554469	1.23698277935	0.675023209518
WP_003512475.1	0.502691034974	-0.923175663921	-0.974376770995	1.39486139994
WP_003512494.1	-0.977682955779	0.273258046554	1.51869409862	-0.814269189393
WP_003512502.1	1.72677666609	-0.47699133688	-0.55510754641	-0.694677782798
WP_003512521.1	0.215033994554	-1.49518800074	-0.0302871083641	1.31044111455
WP_003512523.1	0.939779557404	-0.165313325606	-1.56824685751	0.793780625715
WP_003512565.1	0.976775618597	-0.444692836277	-1.42935597214	0.897273189824
WP_003512574.1	-0.488758459969	0.92675882058	0.965548488669	-1.40354884928
WP_003512576.1	-1.50880836202	-0.0343838279261	1.28715114126	0.256041048687
WP_003512577.1	-0.807161511273	-1.1531129786	0.759362795026	1.20091169485
WP_003512578.1	1.71886088474	-0.672516581941	-0.371810818906	-0.674533483888
WP_003512581.1	1.02944009243	0.965981579356	-1.08792962646	-0.907492045326
WP_003512582.1	1.50478415692	-0.35675012937	-1.26298832017	0.114954292625
WP_003512583.1	0.243154180229	-0.728390491004	-1.04046333045	1.52569964123
WP_003512584.1	0.0913310354441	-0.665748089994	-1.01345681138	1.58787386593
WP_003512585.1	0.945708741895	0.725808750683	-1.60447562165	-0.0670418709254
WP_003512586.1	-1.04472156236	-0.576873021307	0.0167601776101	1.60483440606
WP_003512590.1	-0.908679938656	-0.920707733642	0.343174628022	1.48621304428
WP_003512592.1	-1.66581412018	0.152717344199	0.587714441401	0.925382334581
WP_003512596.1	1.19976164728	0.525200742194	-0.231217166159	-1.49374522332
WP_003512598.1	1.55634929939	-0.506026491404	-1.14569546744	0.0953726594475
WP_003512606.1	-1.4840653511	-0.0169150329822	0.171355985401	1.32962439869
WP_003512622.1	-1.26034538744	-0.579695046396	1.35740377769	0.482636656148
WP_003512623.1	-0.346618513615	0.550534944048	1.23145393526	-1.4353703657
WP_003512626.1	1.01828471931	0.584040355201	0.0168442694678	-1.61916934398
WP_003512627.1	1.5278312436	0.14013110571	-0.476877712801	-1.19108463651
WP_003512628.1	-0.117309468965	1.30436654892	0.295379255864	-1.48243633582
WP_003512630.1	-1.04053884681	0.812433363287	1.17027593851	-0.942170454986
WP_003512634.1	-0.605690900358	1.16629553592	0.748229275663	-1.30883391122
WP_003512636.1	0.719909765063	-1.67997905226	0.164968145845	0.795101141354
WP_003512648.1	-1.17158186276	-0.598324956465	0.292029253012	1.47787756621
WP_003512650.1	0.0676398197412	0.943638775017	0.633138231149	-1.64441682591
WP_003512652.1	-1.04210024658	0.606929175056	1.32460340414	-0.889432332616
WP_003512659.1	1.65709330505	-0.108722612188	-0.626714551502	-0.921656141357
WP_003512660.1	0.589652280617	0.0366616223611	-1.62746885528	1.0011549523
WP_003512661.1	1.05829440388	-0.897134115914	-1.09600542769	0.93484513972
WP_003512662.1	-1.66499889908	0.105222059833	0.768594835729	0.791182003515
WP_003512674.1	-1.09321696231	-0.414619276726	-0.111004555288	1.61884079433
WP_003512676.1	-0.924552855387	-1.07225869116	1.02869719628	0.968114350268
WP_003512682.1	1.52954637517	0.0203856646445	-0.29594219647	-1.25398984335
WP_003512683.1	1.30416369293	0.562395073129	-0.58625774814	-1.28030101792
WP_003512687.1	0.856778408942	-1.69263614408	0.578528626354	0.25732910878
WP_003512688.1	0.343945924611	0.250359596031	1.05236970109	-1.64667522173
WP_003512697.1	-1.23966515327	0.809970751156	1.14082210634	-0.711127704226
WP_003512699.1	-0.814407070838	-1.15214710685	0.788815652756	1.17773852493
WP_003512704.1	1.45144379279	-0.62188742067	-1.17717082281	0.34761445069
WP_003512705.1	0.556462110496	1.34754822278	-1.12784036259	-0.776169970681
WP_003512710.1	1.49134605157	-0.627539532587	-1.14218497768	0.278378458689
WP_003512712.1	-0.765237882382	1.06048542568	0.912139430523	-1.20738697383
WP_003512755.1	1.19344416079	0.785395629569	-0.967725631046	-1.01111415931
WP_003512770.1	0.559430798896	1.26110062978	-0.441493359438	-1.37903806923
WP_003512772.1	-1.72402580663	0.678622246416	0.420788672782	0.624614887432
WP_003512777.1	0.606704132659	0.608715348791	0.515400552527	-1.73082003398
WP_003512781.1	-1.47465668827	0.947229150415	0.891827884557	-0.364400346705
WP_003512787.1	1.5501647187	0.120476541617	-0.529580840896	-1.14106041942
WP_003512791.1	-1.20939501423	0.418157898348	-0.616675763097	1.40791287898
WP_003512794.1	1.0338634044	-1.10157123093	0.959968136599	-0.892260310071
WP_003512797.1	-1.06995202639	-0.627378060866	0.134125080646	1.56320500661
WP_003512799.1	-0.278636908796	-1.32902163643	0.14664590249	1.46101264274
WP_003512801.1	-0.86937053463	-1.12241988142	0.976479331045	1.01531108501
WP_003512804.1	1.37201802954	-1.45226129774	-0.0112795266549	0.0915227948479
WP_003512807.1	-0.196786148827	-0.701072006539	-0.789355748135	1.6872139035
WP_003512826.1	1.72354090254	-0.725512188313	-0.448973550436	-0.549055163793
WP_003512828.1	-1.70843260571	0.323116404024	0.599643768957	0.785672432729
WP_003512844.1	-1.68689095019	0.257401255826	0.896985241322	0.532504453044
WP_003512846.1	1.25650821229	-1.36161035106	-0.47739285904	0.582494997805
WP_003512850.1	-0.551905491703	-1.31947576013	0.616825331631	1.2545559202
WP_003512852.1	-0.551739848116	-1.36193975346	0.887491263723	1.02618833786
WP_003512860.1	1.73128912132	-0.592768616252	-0.60893943958	-0.529581065485
WP_003512864.1	0.104638996049	0.638611976484	0.913873331296	-1.65712430383
WP_003512867.1	-1.05087038053	-0.743293858065	0.291411818567	1.50275242003
WP_003512894.1	-0.173928799115	-0.862666593182	-0.641075004536	1.67767039683
WP_003512910.1	-1.44194598991	-0.412748624512	1.05080636677	0.80388824765
WP_003512912.1	1.09092347761	0.612181866992	-1.55327748315	-0.149827861455
WP_003512915.1	1.21644189628	-0.248902173347	-1.4813294495	0.513789726567
WP_003512917.1	-0.189973607383	0.61544762486	1.10912156535	-1.53459558283
WP_003512919.1	-1.2117729014	0.666104783345	-0.711806485919	1.25747460397
WP_003512921.1	-1.66875818035	0.215578767324	0.488990540523	0.964188872506
WP_003512944.1	0.641214250807	-1.65017405408	0.0821234564997	0.926836346773
WP_003512950.1	-0.83233313005	-1.119598058	1.24864128757	0.70328990048
WP_003512952.1	1.0760698092	0.844370948288	-1.3377552221	-0.582685535395
WP_003512963.1	-1.40149843076	-0.182994159404	0.181097008057	1.40339558211
WP_003512965.1	0.685840592901	0.775636169309	0.233640706896	-1.69511746911
WP_003512967.1	-0.973426252092	1.58561954786	0.112747992452	-0.724941288223
WP_003512977.1	0.840278349591	0.862105256244	-1.59336828182	-0.10901532402
WP_003512981.1	-0.656243300693	-1.26731017294	0.723826455351	1.19972701828
WP_003512988.1	1.5705244824	0.0666293118581	-1.12588546514	-0.51126832912
WP_003513001.1	-0.498429432064	-0.578479083312	-0.652567168689	1.72947568406
WP_003513007.1	0.210572589535	-1.65665222905	1.0107805143	0.435299125219
WP_003513010.1	-1.41659141785	0.888703797218	-0.465488039025	0.993375659659
WP_003513014.1	0.678708603149	-0.280594792353	-1.49932108843	1.10120727763
WP_003513015.1	0.729019110982	-1.32923582545	1.17232771153	-0.572110997058
WP_003513022.1	1.33428057562	-1.38388602495	0.414241079967	-0.364635630638
WP_003513025.1	1.35146970755	-0.232028984238	0.304316215568	-1.42375693888
WP_003513026.1	-1.55489418685	0.359336183216	1.20543931199	-0.0098813083574
WP_003513072.1	1.16929532031	-0.406954459591	-1.42437576196	0.662034901245
WP_003513078.1	-0.85095445346	0.819881879084	1.15641039726	-1.12533782288
WP_003513117.1	-1.14969896436	0.875374132119	1.1052237167	-0.830898884468
WP_003513126.1	0.777112979314	1.11596810129	-0.522964912218	-1.37011616839
WP_003513128.1	-1.69965812627	0.266542035708	0.797819144438	0.635296946128
WP_003513130.1	-1.44421448453	-0.265417667631	0.41756504033	1.29206711183
WP_003513132.1	-0.912505171032	1.50856908377	-0.895488037728	0.299424124993
WP_003513133.1	0.359959498245	-1.0495250522	-0.780200777975	1.46976633193
WP_003513139.1	0.77814088914	0.278376812831	0.646238547785	-1.70275624976
WP_003513141.1	-0.686029431169	-1.24988789236	1.18389376117	0.75202356236
WP_003513147.1	-1.7304916946	0.510980487382	0.628378763259	0.591132443964
WP_003513162.1	-1.17228861154	-0.778465324343	1.21725575046	0.733498185426
WP_003513166.1	0.935032273186	1.04755222416	-1.16881455884	-0.813769938498
WP_003513175.1	-0.401420625705	1.63137267342	-1.07382984689	-0.156122200824
WP_003513182.1	0.217152577204	-1.08646959248	1.5288642804	-0.659547265126
WP_003513185.1	0.693800227761	-0.105019458603	-1.58556828871	0.996787519547
WP_003513187.1	-1.22971398699	0.0434677410041	-0.350890644817	1.5371368908
WP_003513190.1	0.345501423731	-1.05622935269	-0.765448514536	1.47617644349
WP_003513195.1	-0.73643003382	-1.21298379234	1.18235323737	0.767060588788
WP_003513200.1	1.38816764325	0.0171621817011	0.0339557820885	-1.43928560704
WP_003513203.1	1.19063749857	-0.828451682314	-1.13776967546	0.775583859207
WP_003513207.1	-1.03992561021	-0.949092929427	1.13536373556	0.85365480407
WP_003513209.1	-0.930183468217	-0.915157362924	0.377416197335	1.46792463381
WP_003513219.1	0.866810164547	-1.59688889323	0.829839604383	-0.0997608757018
WP_003513220.1	0.950546352948	0.767268497866	-0.140465795126	-1.57734905569
WP_003513222.1	0.166924376441	-0.469031319126	1.5123968468	-1.21028990412
WP_003513231.1	0.047899045843	-1.3499524014	-0.163731791041	1.46578514659
WP_003513238.1	-0.115131127303	-1.41453320889	1.4035434228	0.126120913397
WP_003513246.1	0.350606862165	-1.52119971237	-0.0772299716527	1.24782282186
WP_003513251.1	1.72591366012	-0.567394797436	-0.460511370208	-0.698007492478
WP_003513253.1	-0.325505799389	1.52139496696	0.0594471862021	-1.25533635378
WP_003513261.1	1.51175029242	0.200081878655	-1.17948493774	-0.532347233331
WP_003513265.1	0.572502504407	0.838415768793	0.288008199114	-1.69892647231
WP_003513279.1	-1.34706063139	0.389453659194	-0.408678329518	1.36628530171
WP_003513282.1	0.0934511658431	0.726078854853	-1.66041716997	0.840887149272
WP_003513296.1	0.860655258109	0.341768951236	0.498686645451	-1.7011108548
WP_003513301.1	-1.40194150098	0.725816817966	1.13780532557	-0.461680642554
WP_003513303.1	-1.48378526448	-0.241371831939	0.507587404655	1.21756969176
WP_003513304.1	0.860395290043	0.902070865909	-0.21308465797	-1.54938149798
WP_003513306.1	1.37129761733	-0.837804449503	0.531789285359	-1.06528245319
WP_003513308.1	0.74897162547	1.22052711761	-0.914420110426	-1.05507863265
WP_003513331.1	1.71945485712	-0.401592865503	-0.742051541551	-0.575810450061
WP_003513333.1	1.33628517169	0.0862397684205	0.06175630062	-1.48428124073
WP_003513339.1	-0.75179834052	-1.21589213737	0.882596394245	1.08509408364
WP_003513352.1	-1.07166405371	0.645020751132	1.2960201626	-0.86937686002
WP_003513356.1	1.04812787019	0.426561648959	0.166015229136	-1.64070474829
WP_003513361.1	-0.45530208494	-0.462595256976	-0.79752215531	1.71541949723
WP_003513362.1	0.0482476209497	1.22392520948	0.283279505791	-1.55545233622
WP_003513364.1	1.23348491193	0.69382353997	-1.22810169998	-0.699206751915
WP_003513366.1	-0.373615980554	1.39828968964	-1.34306513078	0.318391421687
WP_003513368.1	-1.1868385759	-0.611885982519	0.351957163868	1.44676739455
WP_003513369.1	0.349801814805	-1.71069725369	0.792553470381	0.568341968504
WP_003513371.1	-1.03352887531	-0.964494583925	0.946478932018	1.05154452722
WP_003513372.1	-0.718557903905	-1.24156336632	1.08291307586	0.877208194365
WP_003513385.1	0.717718921371	-1.72053376074	0.39694611815	0.605868721218
WP_003513387.1	-1.65998825226	0.934179956064	0.130151091596	0.595657204602
WP_003513388.1	-0.0974310931313	1.37414464713	0.16390095009	-1.44061450409
WP_003513389.1	0.422155149669	-1.24539339988	-0.571213439684	1.3944516899
WP_003513400.1	-0.303986436762	-1.47269669525	0.60509678294	1.17158634907
WP_003513413.1	-0.0805436533666	-1.31185568598	-0.111005204858	1.50340454421
WP_003513418.1	0.322750857933	-1.58286364765	0.0839646282012	1.17614816152
WP_003513419.1	1.27974606282	-1.45044788482	-0.263849169251	0.434550991247
WP_003513421.1	0.352940094011	-1.53939476706	1.22641755107	-0.0399628780156
WP_003513422.1	0.563754172864	-1.70723524924	0.333250967877	0.810230108503
WP_003513423.1	-0.52749082861	-1.29726102555	0.479936571403	1.34481528276
WP_003513428.1	-1.16517235421	-0.453385351132	1.55992876628	0.0586289390553
