Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	PUF
WP_003520963.1	1.74459535714286	28.6177050637755	7.67857681417631	9.20489677101808e-08	5.15474219177013e-06	8.02234957593751	No
WP_003518337.1	-4.89510589285715	22.1302394132653	-7.63500067790029	1.01198191149221e-07	5.50967929590203e-06	7.92908333111647	No
WP_003517942.1	-4.37957866071429	22.3844935204082	-7.56684427264099	1.17425120986163e-07	6.11002621829927e-06	7.78267408807918	No
WP_003518897.1	-2.29257491071429	30.1146757015306	-7.5628330711953	1.18459691987435e-07	6.11002621829927e-06	7.77403723133467	No
WP_003512682.1	-2.29153803571429	27.432406065051	-7.51041313931463	1.32874368191251e-07	6.67778876038083e-06	7.66096097816295	No
WP_003516527.1	1.54538723214286	29.3549602423469	7.43668702723368	1.5626090952186e-07	7.65678456657114e-06	7.50127717944938	No
WP_003516870.1	2.83412999999999	22.6434774362245	7.42241371927665	1.61256675681424e-07	7.70885571550223e-06	7.47027535067125	No
WP_003513583.1	-2.27759303571428	30.5847455102041	-7.35661174581882	1.86499539315919e-07	8.7033118347429e-06	7.32698803409325	No
WP_003517379.1	3.93024071428571	26.036464005102	7.34575973860672	1.9103721372265e-07	8.70774276503241e-06	7.303299792182	No
WP_003513956.1	-1.42308678571428	25.500223494898	-7.31568204123491	2.04215948387835e-07	8.97288249394449e-06	7.23756012330187	No
WP_003517206.1	2.50415124999999	27.162959375	7.30633412173632	2.08499203604121e-07	8.97288249394449e-06	7.21710340006025	No
WP_003517362.1	2.696035625	26.3978528188776	7.30184661864613	2.1058805853135e-07	8.97288249394449e-06	7.20727881216544	No
WP_003518875.1	1.73953383928571	29.8430503188776	7.29163561726897	2.15421552859296e-07	8.98353709796212e-06	7.18491334748049	No
WP_003517181.1	1.81129410714285	27.0536728061224	7.23468521026484	2.44548902309064e-07	9.98574684428679e-06	7.05991125862891	No
WP_003518457.1	-1.70599267857143	28.5694330739796	-7.22060907193436	2.52352298822443e-07	1.00940919528977e-05	7.02894684652904	No
WP_003512401.1	3.83541901785714	25.3524601785714	7.20942752784673	2.5873289116058e-07	1.01423293334947e-05	7.00433066379262	No
WP_003519558.1	-1.47283446428572	27.0017691326531	-7.18301414294707	2.74471242523621e-07	1.05483065754176e-05	6.94611402049336	No
WP_003514587.1	2.16748401785715	30.6494033545918	7.13519840222819	3.05508224737557e-07	1.15153100093387e-05	6.84048459272381	No
WP_003516377.1	2.03419598214285	25.8546005867347	7.02967060469395	3.87402778153133e-07	1.43265933052857e-05	6.60627325078979	No
WP_003519458.1	-5.22041866071428	20.6694139668367	-6.96252245479956	4.50939165765334e-07	1.63674215722232e-05	6.45646796324394	No
WP_003514918.1	6.48053964285715	24.5706788392857	6.94343923650612	4.70877836670845e-07	1.67803738159065e-05	6.41378485728732	No
WP_003514187.1	2.22027598214286	30.0514908928571	6.92656368296338	4.89262252708745e-07	1.71241788448061e-05	6.37599955798918	Yes
WP_003513566.1	-6.90488017857142	23.9593738903061	-6.85867691905454	5.70971903517478e-07	1.96334198402501e-05	6.2236195245075	No
WP_003516143.1	1.27068544642858	28.3269775	6.79364026642716	6.62386047370934e-07	2.23840802215005e-05	6.07707354735422	No
WP_003520766.1	2.26827848214286	26.3580278188776	6.76514009538562	7.07046517564978e-07	2.34883249902942e-05	6.01268235551171	Yes
WP_003519039.1	1.37154660714285	31.5322316454082	6.75034248390879	7.31439382989055e-07	2.38936865109758e-05	5.9792085727544	No
WP_003519574.1	-1.30950107142857	26.7466954591837	-6.72162871601018	7.81260265400561e-07	2.51027888554934e-05	5.91417505268723	No
WP_003519012.1	5.57687223214286	24.1661459693878	6.71018953311268	8.02064045188467e-07	2.53555730414419e-05	5.88823728613309	No
WP_003516144.1	2.12226910714286	27.2136026403061	6.66879024780977	8.82214362989904e-07	2.74056695957225e-05	5.79422777279875	No
WP_003513095.1	-6.65949446428571	21.5966582653061	-6.66260291574431	8.94879007207267e-07	2.74056695957225e-05	5.78015897258567	No
WP_003512113.1	4.88488071428571	25.1131846556122	6.64447321284173	9.3307020684958e-07	2.81356554680796e-05	5.73890778575864	No
WP_003516841.1	1.39478544642857	27.3270383545918	6.55354119500769	1.15136895170111e-06	3.41295874886591e-05	5.53138768302832	No
ADU75877.1	-2.17364973214286	26.4819298469388	-6.54784370765705	1.16667467435722e-06	3.41295874886591e-05	5.51835109540458	No
WP_003511986.1	1.36848294642857	27.4227886862245	6.52903268783709	1.21870256683213e-06	3.51273092792791e-05	5.47528074239207	No
WP_003514456.1	-2.53909857142857	28.3029768239796	-6.50131499383178	1.29972454132805e-06	3.69197116087389e-05	5.41173849284766	No
WP_003517722.1	-1.33875401785714	26.467336747449	-6.49091254802756	1.33153552503419e-06	3.71940159747729e-05	5.38786695390573	No
WP_003513585.1	-3.65988705357143	21.8625662244898	-6.48584028947983	1.34733425214738e-06	3.71940159747729e-05	5.37622236931041	Yes
WP_003512715.1	-4.43560598214286	23.8247853061225	-6.47514447470832	1.3812800375511e-06	3.76015121333354e-05	5.35165735259978	No
WP_003517375.1	3.71730607142857	26.2133765816327	6.45052564028059	1.46277610244284e-06	3.92745364491503e-05	5.29506294895154	No
WP_003515606.1	-10.2600161607143	24.9536201913265	-6.41012725740222	1.60731046624765e-06	4.25720069438568e-05	5.20203661109237	No
WP_003512026.1	3.26974017857143	22.904492869898	6.29220202485703	2.1185294902948e-06	5.53642373463709e-05	4.92938577123303	No
ADU73753.1	1.12876124999999	29.598805497449	6.27555729955168	2.20302749829791e-06	5.68149196929461e-05	4.89077209499628	No
WP_020458025.1	1.12425401785714	29.5871427933673	6.25889420704187	2.29106833914888e-06	5.83181031783352e-05	4.85208408558532	No
WP_003518454.1	-2.74380008928572	23.6450908035714	-6.15799756779024	2.90656487763741e-06	7.24672585404829e-05	4.61715618475731	No
WP_003516184.1	1.02233357142857	30.7816991709184	6.15592035817736	2.92087419627457e-06	7.24672585404829e-05	4.61230771671484	No
WP_003516997.1	1.49672830357143	25.9186279591837	6.12403528457294	3.1497647342554e-06	7.69381976514513e-05	4.53782470747363	No
ADU73379.1	-4.904171875	25.3677222831633	-6.1200557685557	3.17958878049365e-06	7.69381976514513e-05	4.52852085125586	No
WP_003518339.1	-4.65306924107143	21.8690249553571	-6.10575912581671	3.28913001970344e-06	7.82749379159575e-05	4.49508206698966	No
WP_003515517.1	5.68580803571428	24.7481234566327	6.09957942849472	3.33766314373732e-06	7.82749379159575e-05	4.480621388051	No
WP_003515075.1	-3.28943991071429	22.0013732270408	-6.09743935994714	3.35464019639818e-06	7.82749379159575e-05	4.47561260506103	No
WP_003512264.1	-2.73489696428571	23.445739005102	-6.08871715393689	3.42474882971401e-06	7.89706788969349e-05	4.45519339006023	No
WP_003516351.1	2.088305	24.6819630867347	6.07256240328184	3.55857181010372e-06	8.069656827573e-05	4.41735264121078	No
WP_003514326.1	-1.71682348214286	26.9790324362245	-6.06980515442229	3.58193951019822e-06	8.069656827573e-05	4.41089130637567	No
WP_003512422.1	3.51798839285714	23.7371955102041	6.05382128447568	3.7205191121424e-06	8.28661074977172e-05	4.37341882862171	No
WP_003516259.1	1.24840767857143	29.6898812372449	6.02759022921446	3.95989578573858e-06	8.72066937084002e-05	4.31186453928266	No
WP_003516363.1	-1.36061714285714	26.3135681377551	-6.02034300238067	4.02875931290004e-06	8.77374250364898e-05	4.2948453560683	No
WP_003518658.1	-1.31087946428571	28.3738314668367	-6.01153845525769	4.11406526028847e-06	8.8610636375444e-05	4.27416164969257	No
WP_003513509.1	3.17940035714285	21.7950238392857	5.98992733137938	4.33134259013769e-06	9.13299900396429e-05	4.22335861112883	No
ADU74011.1	1.48208214285714	25.7953072576531	5.98971689492919	4.33351483351367e-06	9.13299900396429e-05	4.22286368426399	No
WP_003513564.1	-5.32288303571428	22.9660065178571	-5.9651967170277	4.59438002456315e-06	9.57977111504657e-05	4.16516347761059	Yes
WP_003517364.1	3.45863348214286	25.3562332653061	5.88910665921053	5.51037927664219e-06	0.000113687825075986	3.98572460361841	No
WP_003512678.1	-4.30974026785714	21.6827866836735	-5.82999282337225	6.34893451720911e-06	0.000129624079726353	3.84592723056578	No
WP_003519285.1	-2.00764875	26.4670418877551	-5.80733484532767	6.70381126142562e-06	0.000135458454354579	3.79225517536624	No
WP_003512950.1	-3.14720205357143	22.3007623852041	-5.79590417331242	6.89043676771444e-06	0.000137808735354289	3.76515996979098	No
WP_003512104.1	1.29356616071428	27.5048899872449	5.77824438633004	7.1892128053013e-06	0.00014220131852245	3.7232753938803	No
WP_003515563.1	-4.31059410714286	25.1753444770408	-5.7744465562877	7.25516931236991e-06	0.00014220131852245	3.71426412692195	No
WP_003515789.1	-1.6237175	25.8955755739796	-5.76692518779342	7.38761442883646e-06	0.000143363606737816	3.69641395268855	No
ADU73859.1	2.86751232142857	23.9912589285714	5.76208059098039	7.47422336317047e-06	0.000143622331292295	3.68491371146719	No
WP_003514219.1	5.74414366071429	22.3177339668367	5.73410064705515	7.99503445906828e-06	0.000152138519803629	3.61845236539955	No
WP_003513162.1	-1.44815598214286	24.9937825127551	-5.68925006646663	8.90804520528536e-06	0.000167882390407301	3.51177166449808	No
WP_003515515.1	3.39741839285714	24.7464454336735	5.66890841480527	9.35641023352734e-06	0.000173619280104642	3.46332923815682	No
WP_003518554.1	-1.20148982142857	30.7387680484694	-5.66744162241683	9.38961412810819e-06	0.000173619280104642	3.45983477701629	No
WP_003518650.1	2.11711991071429	25.4574119387755	5.66218123199274	9.50968188741804e-06	0.000174196042049901	3.44730099226561	No
WP_003519322.1	4.15957169642857	23.1407293112245	5.63603078235946	1.01301295276815e-05	0.000183843091428294	3.38495802364919	Yes
WP_003513222.1	-5.32158330357143	24.2658682015306	-5.615984784185	1.0633472454633e-05	0.000191207394597071	3.33712912308138	No
WP_003514728.1	-1.19519008928571	27.7162105994898	-5.59501790185179	1.11871598979041e-05	0.000199334849089927	3.28706738778022	No
WP_003517766.1	1.139075	30.126905369898	5.58957684964761	1.13355722875791e-05	0.000200159654807703	3.27407013061208	No
WP_003512627.1	-1.534619375	29.1666115178571	-5.58558445748136	1.14457408475192e-05	0.000200300464831587	3.26453181371554	No
WP_003514463.1	-5.58565116071428	22.1620064285714	-5.57740686163065	1.16748050131438e-05	0.000202501042705858	3.24499050095187	No
WP_014522599.1	2.56286116071428	24.0287806887755	5.54235072698123	1.27107325339822e-05	0.000218535401461448	3.16115920748067	Yes
WP_003513449.1	-2.26985160714286	29.3015525510204	-5.46422415217202	1.53681331394208e-05	0.000261161112785358	2.9739896434938	No
WP_003517972.1	-2.525675	25.0415647321429	-5.46186872060181	1.54564740219906e-05	0.000261161112785358	2.96833959272171	No
WP_003516561.1	1.21657401785714	25.7996010714286	5.45130188178446	1.58591669951514e-05	0.00026567493427775	2.94298760282773	No
WP_003513185.1	-1.87408321428571	25.0136302678571	-5.43856648253586	1.63586712099141e-05	0.00027172030145281	2.91242208698229	No
WP_003513581.1	-1.87762508928571	30.3334366071429	-5.4227122869823	1.70028582778358e-05	0.000280047077517295	2.87435517115794	No
ADU73719.1	4.71185294642857	24.8956579336735	5.41424729601931	1.73572793939209e-05	0.000283502230100708	2.85402295098846	No
WP_003513620.1	-6.87825696428571	22.2598073086735	-5.39153536359545	1.83456642838074e-05	0.000297169437985641	2.79944620077207	No
WP_003517403.1	-3.95394339285714	21.7658134821429	-5.37808459558895	1.8957724164889e-05	0.00030456671609166	2.76710742366715	No
WP_003518357.1	-5.88963535714286	21.3199671173469	-5.3159181293344	2.20667989772731e-05	0.000351633544678498	2.61748999809735	No
ADU74249.1	-5.54418580357143	24.7711464923469	-5.28600735415159	2.37420213729306e-05	0.000375277112023741	2.54541600030785	No
WP_003514660.1	-1.32147687500001	29.7595755102041	-5.27042628339201	2.46651087715492e-05	0.000386748905537891	2.50784989507137	No
WP_003517590.1	2.97434821428571	21.4017382015306	5.24581276297993	2.61979339219002e-05	0.000407523416562892	2.44847744701446	No
WP_003518601.1	1.08468383928572	30.0412676403061	5.22792921816542	2.73718067005855e-05	0.00042243103254447	2.40531725440524	No
WP_003517948.1	-3.48039598214286	24.1844249489796	-5.20601920474449	2.88827941180594e-05	0.000442267784932784	2.35241541320148	No
WP_003511573.1	4.10514366071429	25.0860129336735	5.17913872084741	3.0852362040429e-05	0.00046876457053675	2.2874771922991	No
WP_003513046.1	-3.30919392857143	21.5321740306122	-5.17455533960587	3.12015019796691e-05	0.000470422645231934	2.27640084110308	No
WP_003518607.1	1.23938116071428	26.7622375510204	5.17136558558239	3.1446837107656e-05	0.000470502295656533	2.26869174124723	No
WP_003515381.1	1.79509598214286	23.9300694260204	5.1412564685369	3.38609313108222e-05	0.000502783525524329	2.1958979400517	No
WP_003518218.1	-1.09330544642857	27.9930396683673	-5.12032046358517	3.56491762570206e-05	0.000521836178680626	2.14525570913419	No
WP_003517715.1	-2.15136964285714	28.4240755739796	-5.12000823822707	3.56765550730632e-05	0.000521836178680626	2.14450030905236	Yes
WP_003515355.1	1.506256875	24.3836287755102	5.10789107767203	3.67556750524986e-05	0.00053363794891035	2.11518049688628	No
WP_003511658.1	-1.12599383928571	28.9235751913265	-5.06864139622783	4.04828595604797e-05	0.000583429446606913	2.02016332280324	No
WP_003514085.1	3.80341544642857	21.7768040943878	5.05296599802296	4.20760483175552e-05	0.000601963902937287	1.98219734736917	No
WP_003513072.1	2.72859464285715	23.9024151913265	5.03113941632009	4.44004431629509e-05	0.000630614989850607	1.92931663747558	No
WP_003518220.1	-1.27964892857143	27.0984216964286	-5.01514381092017	4.61858071366482e-05	0.000651253107826118	1.89055131686351	No
WP_003518903.1	-1.17360232142857	27.0717778826531	-5.01164316545948	4.65860999194808e-05	0.000652205398872732	1.88206623204573	No
WP_003513615.1	-1.83206678571429	26.7561180612245	-4.98121896551838	5.02158642748756e-05	0.00069803612750891	1.80830363453661	No
WP_003516871.1	1.70898464285714	26.2023756887755	4.95116969342057	5.40810177422013e-05	0.000746470385737427	1.73541929419187	No
WP_003513096.1	-6.98496107142857	22.2602871428571	-4.94192849813427	5.53289857281171e-05	0.000753980284996511	1.7129990890763	No
WP_003517648.1	2.18371705357143	27.288240127551	4.93845523332924	5.58055013117124e-05	0.000753980284996511	1.70457188096346	No
WP_003512242.1	-3.50357258928571	24.9611073341837	-4.9379927569054	5.58692622659077e-05	0.000753980284996511	1.70344974387944	No
WP_003515847.1	1.09182169642857	26.9537888010204	4.93434494476731	5.63747619072598e-05	0.000753980284996511	1.69459859495037	No
WP_003513951.1	-4.57765401785715	22.7075934821429	-4.933098663695	5.65485213747383e-05	0.000753980284996511	1.69157449566373	No
WP_003517215.1	2.40747125	25.5943672576531	4.92993454294926	5.69920998618544e-05	0.000754760241413748	1.68389655801228	No
WP_003516619.1	-2.60127089285714	26.8605132780612	-4.90853230002859	6.0086003753338e-05	0.000790393069506997	1.63195524464356	No
WP_003512867.1	1.70223035714286	31.458968622449	4.89338753844838	6.23770937792852e-05	0.000815060692049327	1.59519282008984	No
WP_011837904.1	5.23699017857143	22.2437991326531	4.88637733476542	6.34671989387303e-05	0.000823812648476235	1.5781742591367	No
WP_003516241.1	-1.75338035714286	27.5207370535714	-4.87508104585185	6.52643329426117e-05	0.000841566398470519	1.55074791895052	No
WP_003517446.1	-2.70196812499999	20.5113491836735	-4.87102815965892	6.59215306113688e-05	0.000844484967309039	1.54090715396774	No
WP_003517378.1	4.10939098214286	27.2764825382653	4.83234058387984	7.25403568884458e-05	0.000919359342944049	1.44695233648924	No
WP_003514635.1	-1.57313455357144	30.3299773596939	-4.83142730912764	7.2704437834861e-05	0.000919359342944049	1.44473403479309	No
WP_003519003.1	1.15040678571429	25.2433849744898	4.81474321892548	7.57685670331565e-05	0.000951964047339658	1.4042064781861	No
WP_003519448.1	-8.42753616071428	23.6424249744898	-4.8081064562194	7.7023286756565e-05	0.000961564598999156	1.38808367789015	Yes
WP_003517888.1	3.91971794642858	23.8685145918367	4.77466907716766	8.36701449028326e-05	0.00103673282664308	1.30684337458461	No
WP_003516296.1	1.11997821428572	28.1881334056122	4.77258853262098	8.41023058348215e-05	0.00103673282664308	1.30178791817604	No
WP_003514333.1	-4.60278517857143	21.3180319642857	-4.7587450239525	8.70355485751023e-05	0.001066185470045	1.26814863543473	No
WP_003518714.1	-2.08258517857143	25.8150263010204	-4.75283481443187	8.83189739764477e-05	0.0010740908283619	1.25378635663888	No
WP_003519061.1	0.803589910714287	31.2403386862245	4.7496835939097	8.90110351209024e-05	0.0010740908283619	1.24612849119594	No
WP_003512565.1	-1.93231723214286	24.3633279464286	-4.7482625554283	8.93249005219338e-05	0.0010740908283619	1.2426751548135	No
WP_003511692.1	6.07706857142858	23.0078755102041	4.74087539710762	9.09745232935579e-05	0.00108602578798619	1.22472294054225	No
WP_003516581.1	2.26220276785714	22.6655105994898	4.73887869805578	9.14256403151643e-05	0.00108602578798619	1.21987049178251	No
WP_003513190.1	-1.30873776785715	25.3928557015306	-4.72819239923597	9.38785159517584e-05	0.0011084451281051	1.19389969565225	No
WP_003517649.1	1.08542169642858	25.6163389668367	4.68845073063189	0.000103595472804078	0.00121496579531393	1.09730942863628	No
WP_003516190.1	0.895543214285713	30.6964650892857	4.68633618168909	0.000104139925312623	0.00121496579531393	1.09216991628132	No
WP_014522619.1	-2.55244544642857	23.5661246938776	-4.66072861681804	0.000110966044015091	0.00128694346905076	1.02992881720344	No
WP_003518239.1	-0.9844875	28.0469780612245	-4.65671361839326	0.000112076333590332	0.00129217419904148	1.02017002148208	No
WP_003513590.1	-1.39384339285714	26.6561898469388	-4.64978961245725	0.000114017337068453	0.0013068653839425	1.00334066221912	No
WP_003520986.1	-1.01126375	28.2685621811224	-4.59812117215321	0.000129607965607118	0.00147571343541054	0.87776113948267	No
WP_003521086.1	-3.84377776785714	21.3852225765306	-4.59611621819278	0.000130254298125522	0.00147571343541054	0.872888424353937	No
ADU74300.1	5.65467928571428	24.892845255102	4.58361715347231	0.000134357139750197	0.00151344824086429	0.842512226025668	No
WP_003515597.1	-2.13359410714286	25.7179194770408	-4.57341855308362	0.000137800701320521	0.00153370723973617	0.817727868439124	No
WP_003512630.1	1.18960741071428	26.0597323469388	4.57183618407946	0.000138342864085923	0.00153370723973617	0.813882534617392	No
WP_003517018.1	0.90594741071429	27.994597372449	4.57136954962504	0.000138503153792501	0.00153370723973617	0.812748565804926	No
WP_003520980.1	1.05044848214286	29.8760706122449	4.56453720525752	0.000140871513350236	0.0015511694728453	0.79614555728027	No
WP_003517965.1	-1.87244196428572	23.6974516454082	-4.54943182501976	0.000146252756431659	0.0016014268302014	0.759440572189077	No
WP_003512420.1	-1.07640544642857	27.681110369898	-4.54658337980674	0.000147290365204461	0.00160382842111524	0.752519390487739	No
WP_003515906.1	-5.34293473214286	21.1199123852041	-4.53075727667557	0.000153191214524781	0.00165886619043409	0.714067104623507	Yes
WP_003514440.1	-4.93524589285715	21.2844223596939	-4.51960680846323	0.000157490439031479	0.00169605088187747	0.686977461983489	No
WP_003517401.1	-3.24363419642857	21.5978502806122	-4.50853329794506	0.000161879625315729	0.00173379270829961	0.660076922533883	No
WP_003513089.1	-4.63353535714286	21.5893254336735	-4.49106907105014	0.000169052239765707	0.00180077385837384	0.617656362316894	No
WP_003512336.1	1.69044303571428	25.1888805357143	4.48169402847684	0.000173033005683327	0.00183321454669904	0.594887012448049	Yes
WP_003518712.1	-2.41266183035714	27.5467102487245	-4.47837536656449	0.000174464533360851	0.00183844346982402	0.586827376460054	No
WP_003517200.1	1.82126446428571	25.1386107908163	4.4577461886544	0.000183632853565183	0.00192049569840384	0.536733559431488	No
WP_003517613.1	1.29059883928572	29.2529206505102	4.45556902312704	0.000184628165936326	0.00192049569840384	0.531447360594768	No
WP_003513961.1	1.31751482142858	30.0042059119898	4.45434380919958	0.000185190656631798	0.00192049569840384	0.528472571603785	No
WP_003517366.1	3.93463625	22.0558483418367	4.44380956780722	0.00019009819294297	0.00196101293772748	0.50289732194205	No
WP_003518533.1	1.83856732142857	22.7203439795918	4.43766589345279	0.000193020176011564	0.00198073060200349	0.487982968256934	No
WP_003516730.1	-1.437935625	25.1078854719388	-4.40598057705067	0.000208818754875868	0.00213169145602449	0.411081360860032	No
WP_003516026.1	8.82756464285715	24.8101156377551	4.39241260762193	0.000215973315066051	0.002193304132277	0.378161004311264	No
WP_003512846.1	2.52898660714286	24.3856491581633	4.37907499978316	0.000223245201698685	0.00225546698623414	0.34580571705167	No
WP_003514554.1	-1.48901053571428	24.3141341454082	-4.36602096142556	0.000230599382994443	0.00231781943932876	0.314144539619697	No
WP_003514246.1	1.92849785714286	28.6551687053571	4.36028592157489	0.000233906373213249	0.00233906373213249	0.300236833881331	Yes
WP_003517512.1	3.74035267857143	24.3740155357143	4.3528840779271	0.000238244626061782	0.00237035262477712	0.282288944400628	No
WP_003513619.1	-3.81603928571429	23.3569801403061	-4.33594705829771	0.000248476257367912	0.00245966396182377	0.241228565425438	No
WP_003514859.1	5.29492196428572	23.6504067091837	4.33366966752838	0.000249885090643826	0.00246117978724573	0.235708397861838	No
WP_003516993.1	1.20568883928571	25.7517481377551	4.30264447972548	0.000269891404121035	0.00264493576038614	0.160529062537545	No
WP_003517629.1	0.862143839285721	26.9189928316327	4.29293254404019	0.000276476776182024	0.00269483030929658	0.137004449581217	No
WP_003517165.1	0.936269910714284	30.6141582270408	4.28852618145322	0.000279517240932955	0.00269483030929658	0.126332687194455	No
WP_003515591.1	-1.368835	27.5155171428571	-4.28734418851263	0.000280338495789209	0.00269483030929658	0.123470181436111	No
WP_003516413.1	-3.31285017857142	23.4660318367347	-4.28669248002007	0.000280792335427296	0.00269483030929658	0.121891927792885	No
WP_003515069.1	-1.39040830357143	28.2484098469388	-4.28516738932982	0.000281857251737652	0.00269483030929658	0.118198671192809	No
WP_003517951.1	-4.43830544642857	21.8129797704082	-4.2544938436357	0.000304151742477884	0.00289387094784783	0.0439427617111621	No
WP_003515632.1	-1.60780258928571	29.5608027295918	-4.25182586090968	0.000306172116505654	0.00289902100652697	0.0374863250095592	No
WP_003517497.1	1.284466875	26.9078385459184	4.24513727342486	0.000311296174712748	0.00293336780017782	0.0213018534773317	Yes
WP_003516504.1	-4.03522660714286	21.6903918622449	-4.23196391699693	0.000321639465950992	0.00301633183379877	-0.0105666282027919	No
WP_003513085.1	-4.18394732142858	21.0347651147959	-4.22876500793667	0.00032420240489075	0.00302588911231367	-0.0183038199334984	No
WP_003514623.1	-1.39843991071429	29.74376	-4.22383429955697	0.000328192764925704	0.00303823293631525	-0.0302285498762629	No
WP_003514467.1	-3.86316750000001	21.3442129464286	-4.22330355702552	0.000328625195152465	0.00303823293631525	-0.0315120459383058	No
WP_003512683.1	-1.37757553571429	25.8109914795918	-4.20994201277232	0.000339700747682811	0.00312588481435826	-0.0638188052556687	No
WP_003513611.1	-6.51590392857143	23.2215140306122	-4.19317417548384	0.000354127369262945	0.00324274643776027	-0.10434625291617	No
WP_003517490.1	8.36895125	26.1186315688776	4.19124042910966	0.000355829874978626	0.00324274643776027	-0.10901894118274	Yes
WP_003511947.1	3.0578025	21.868367002551	4.18950592967817	0.000357363893140928	0.00324274643776027	-0.113209968902226	No
